Question,Answer,Source,Verb,Target
Explain the connection between the interconnection and information.,interconnection,the interconnection,share,information
How are the interconnection and information related?,share,the interconnection,share,information
What does the interconnection share?,information,the interconnection,share,information
What is the relationship between online groups and someone?,they are friends,online groups,intimidate,someone
Explain the connection between online groups and someone.,online groups are a form of social grouping.,online groups,intimidate,someone
How are online groups and someone related?,online groups are related to someone,online groups,intimidate,someone
What does online groups intimidate?,someone,online groups,intimidate,someone
Who or what intimidated someone?,online groups,online groups,intimidate,someone
What is the relationship between grade and analog signal?,encoder,grade,convert,analog signal
Explain the connection between grade and analog signal.,grade is a type of signal,grade,convert,analog signal
How are grade and analog signal related?,grade converts analog signal,grade,convert,analog signal
Who or what converts analog signal?,grade,grade,convert,analog signal
What is the relationship between select query and the relevant data?,relevant,select query,display,the relevant data
Explain the connection between select query and the relevant data.,the relevant data,select query,display,the relevant data
How are select query and the relevant data related?,the relevant data,select query,display,the relevant data
What does select query display?,relevant data,select query,display,the relevant data
What is the relationship between cloud computing services and three basic types?,description,cloud computing services,explain,three basic types
Explain the connection between cloud computing services and three basic types.,cloud computing services,cloud computing services,explain,three basic types
How are cloud computing services and three basic types related?,cloud computing services,cloud computing services,explain,three basic types
What explains three basic types?,cloud computing services,cloud computing services,explain,three basic types
What does cloud computing services explain?,three basic types,cloud computing services,explain,three basic types
Who or what explains three basic types?,cloud computing services,cloud computing services,explain,three basic types
What is the relationship between printf and the first number?,is the same as the first number,printf,enter,the first number
Explain the connection between printf and the first number.,the first number,printf,enter,the first number
How are printf and the first number related?,enter the first number,printf,enter,the first number
What enters the first number?,printf,printf,enter,the first number
Who or what enters the first number?,printf,printf,enter,the first number
What is the relationship between i. portability and mobility?,is a measure of,i. portability,facilitate,mobility
Explain the connection between i. portability and mobility.,mobility is a function of portability.,i. portability,facilitate,mobility
How are i. portability and mobility related?,Mobility is related to portability,i. portability,facilitate,mobility
What does i. portability facilitate?,mobility,i. portability,facilitate,mobility
Who or what facilitate mobility?,portability,i. portability,facilitate,mobility
What is the relationship between the main-module and a sub?,instance of,the main-module,execute,a sub
Explain the connection between the main-module and a sub.,subsequence,the main-module,execute,a sub
How are the main-module and a sub related?,sub,the main-module,execute,a sub
What does the main-module execute?,sub,the main-module,execute,a sub
Who or what executed a sub?,the main-module,the main-module,execute,a sub
What is the relationship between a fake website and users?,direct,a fake website,direct,users
Explain the connection between a fake website and users.,to click on a link,a fake website,direct,users
How are a fake website and users related?,direct users,a fake website,direct,users
What does a fake website direct?,users,a fake website,direct,users
Who or what directs users?,a fake website,a fake website,direct,users
What is the relationship between modular programming and a top-down approach?,follows,modular programming,follow,a top-down approach
Explain the connection between modular programming and a top-down approach.,modular programming is based on a top-down approach.,modular programming,follow,a top-down approach
How are modular programming and a top-down approach related?,modular programming follow a top-down approach,modular programming,follow,a top-down approach
What follows a top-down approach?,modular programming,modular programming,follow,a top-down approach
What does modular programming follow?,a top-down approach,modular programming,follow,a top-down approach
Who or what follows a top-down approach?,modular programming,modular programming,follow,a top-down approach
What is the relationship between e-commerce customers and web-based technologies?,e-commerce customers,e-commerce customers,understand,web-based technologies
Explain the connection between e-commerce customers and web-based technologies.,e-commerce,e-commerce customers,understand,web-based technologies
How are e-commerce customers and web-based technologies related?,e-commerce customers understand web-based technologies,e-commerce customers,understand,web-based technologies
What does e-commerce customers understand?,web-based technologies,e-commerce customers,understand,web-based technologies
Who or what understands web-based technologies?,e-commerce customers,e-commerce customers,understand,web-based technologies
What is the relationship between grade and performance?,grade is a measure of how good a person is,grade,degrade,performance
Explain the connection between grade and performance.,performance is a measure of a person's ability to perform well.,grade,degrade,performance
How are grade and performance related?,grade degrades performance,grade,degrade,performance
Who or what degraded performance?,grade,grade,degrade,performance
What is the relationship between 1.5.3 virtual reality vr and a simulated environment?,experience,1.5.3 virtual reality vr,experience,a simulated environment
Explain the connection between 1.5.3 virtual reality vr and a simulated environment.,experience a simulated environment,1.5.3 virtual reality vr,experience,a simulated environment
How are 1.5.3 virtual reality vr and a simulated environment related?,experience a simulated environment,1.5.3 virtual reality vr,experience,a simulated environment
What experiences a simulated environment?,virtual reality vr,1.5.3 virtual reality vr,experience,a simulated environment
What does 1.5.3 virtual reality vr experience?,a simulated environment,1.5.3 virtual reality vr,experience,a simulated environment
Who or what experiences a simulated environment?,virtual reality vr,1.5.3 virtual reality vr,experience,a simulated environment
What is the relationship between step and the required width value?,step is the same as the required width value,step,type,the required width value
Explain the connection between step and the required width value.,select the desired width value from the dropdown menu.,step,type,the required width value
How are step and the required width value related?,step is the required width value,step,type,the required width value
What types the required width value?,step,step,type,the required width value
Who or what types the required width value?,step,step,type,the required width value
What is the relationship between what int price and data?,arithmetic,what int price,take,data
Explain the connection between what int price and data.,arithmetic,what int price,take,data
How are what int price and data related?,int price,what int price,take,data
What does what int price take?,data,what int price,take,data
Who or what takes data?,int price,what int price,take,data
What is the relationship between an emerging concept and the process?,instance of,an emerging concept,describe,the process
Explain the connection between an emerging concept and the process.,it is a scientific concept,an emerging concept,describe,the process
How are an emerging concept and the process related?,to an emerging concept,an emerging concept,describe,the process
What does an emerging concept describe?,process,an emerging concept,describe,the process
Who or what describes the process?,an emerging concept,an emerging concept,describe,the process
What is the relationship between qbasic and different user-defined function?,user-defined,qbasic,create,different user-defined function
Explain the connection between qbasic and different user-defined function.,user-defined function,qbasic,create,different user-defined function
How are qbasic and different user-defined function related?,user-defined function,qbasic,create,different user-defined function
What creates different user-defined function?,qbasic,qbasic,create,different user-defined function
Who or what creates different user-defined function?,qbasic,qbasic,create,different user-defined function
What is the relationship between this script and malware computer science?,is a software package,this script,install,malware computer science
Explain the connection between this script and malware computer science.,malware computer science,this script,install,malware computer science
How are this script and malware computer science related?,malware computer science,this script,install,malware computer science
What installs malware computer science?,this script,this script,install,malware computer science
What does this script install?,malware computer science,this script,install,malware computer science
Who or what installs malware computer science?,this script,this script,install,malware computer science
What is the relationship between online market web and gifts?,is a kind of gift,online market web,send,gifts
Explain the connection between online market web and gifts.,online market web sends gifts,online market web,send,gifts
How are online market web and gifts related?,online market web,online market web,send,gifts
What does online market web send?,gifts,online market web,send,gifts
What is the relationship between a file and input filenumber?,is part of,a file,line,input filenumber
Explain the connection between a file and input filenumber.,is a number that can be used to identify a file,a file,line,input filenumber
How are a file and input filenumber related?,file and input filenumber,a file,line,input filenumber
What does a file line?,input,a file,line,input filenumber
Who or what lines input filenumber?,a file line,a file,line,input filenumber
What is the relationship between users and applications?,user,users,run,applications
Explain the connection between users and applications.,software,users,run,applications
How are users and applications related?,users run applications,users,run,applications
What is the relationship between the c compiler and a c program?,instance of,the c compiler,run,a c program
Explain the connection between the c compiler and a c program.,a c program is a computer program.,the c compiler,run,a c program
How are the c compiler and a c program related?,run a c program,the c compiler,run,a c program
What does the c compiler run?,a c program,the c compiler,run,a c program
What is the relationship between unfreeze columns you and 10 unfreeze columns?,is the same as 10 unfreeze columns,unfreeze columns you,unfreeze,10 unfreeze columns
Explain the connection between unfreeze columns you and 10 unfreeze columns.,unfreeze,unfreeze columns you,unfreeze,10 unfreeze columns
How are unfreeze columns you and 10 unfreeze columns related?,unfreeze columns you unfreeze 10 unfreeze columns,unfreeze columns you,unfreeze,10 unfreeze columns
What freeze 10 unfreeze columns?,unfreeze columns,unfreeze columns you,unfreeze,10 unfreeze columns
What does unfreeze columns you unfreeze?,10 unfreeze columns,unfreeze columns you,unfreeze,10 unfreeze columns
Who or what freeze 10 unfreeze columns?,you,unfreeze columns you,unfreeze,10 unfreeze columns
What is the relationship between seamless computer science and kitchen appliances?,is a subclass of,seamless computer science,object,kitchen appliances
Explain the connection between seamless computer science and kitchen appliances.,kitchen appliances,seamless computer science,object,kitchen appliances
How are seamless computer science and kitchen appliances related?,kitchen appliances,seamless computer science,object,kitchen appliances
What does seamless computer science object?,kitchen appliances,seamless computer science,object,kitchen appliances
Who or what objects kitchen appliances?,seamless computer science,seamless computer science,object,kitchen appliances
What is the relationship between end sub b rem and the reverse?,display,end sub b rem,display,the reverse
Explain the connection between end sub b rem and the reverse.,end sub b rem,end sub b rem,display,the reverse
How are end sub b rem and the reverse related?,end sub b rem display the reverse,end sub b rem,display,the reverse
What does end sub b rem display?,reverse,end sub b rem,display,the reverse
What is the relationship between step and marks?,step is a measure of distance,step,select,marks
Explain the connection between step and marks.,step is a tool for determining the size of a piece of paper.,step,select,marks
Who or what select marks?,step,step,select,marks
What is the relationship between step and the below expression?,is a list of,step,type,the below expression
Explain the connection between step and the below expression.,it is not possible to tell,step,type,the below expression
How are step and the below expression related?,to a verb,step,type,the below expression
What types the below expression?,description,step,type,the below expression
Who or what types the below expression?,step,step,type,the below expression
What is the relationship between what threats and our system?,system,what threats,protect,our system
Explain the connection between what threats and our system.,threats to our system,what threats,protect,our system
How are what threats and our system related?,what threats protect our system,what threats,protect,our system
What does what threats protect?,our system,what threats,protect,our system
Who or what protects our system?,threats,what threats,protect,our system
What is the relationship between libraries and an appropriate environment?,environment,libraries,prepare,an appropriate environment
Explain the connection between libraries and an appropriate environment.,library is a place where books can be read,libraries,prepare,an appropriate environment
How are libraries and an appropriate environment related?,libraries are related to an appropriate environment,libraries,prepare,an appropriate environment
What is the relationship between end b library functions and the number?,is a list of numbers,end b library functions,count,the number
Explain the connection between end b library functions and the number.,end b library functions,end b library functions,count,the number
How are end b library functions and the number related?,end b library functions,end b library functions,count,the number
What does end b library functions count?,the number,end b library functions,count,the number
Who or what counts the number?,end b library functions,end b library functions,count,the number
What is the relationship between the report wizard and a layout?,report wizard,the report wizard,provide,a layout
Explain the connection between the report wizard and a layout.,the report wizard provides a layout,the report wizard,provide,a layout
How are the report wizard and a layout related?,report wizard,the report wizard,provide,a layout
What does the report wizard provide?,a layout,the report wizard,provide,a layout
What is the relationship between forms forms and computer science?,is a list of,forms forms,link,computer science
Explain the connection between forms forms and computer science.,computer science,forms forms,link,computer science
How are forms forms and computer science related?,forms,forms forms,link,computer science
What does forms forms link?,computer science,forms forms,link,computer science
Who or what links computer science?,forms,forms forms,link,computer science
What is the relationship between grade 10 use and prime?,is the same as the previous one,grade 10 use,check,prime
Explain the connection between grade 10 use and prime.,grade 10 use,grade 10 use,check,prime
How are grade 10 use and prime related?,grade 10 use,grade 10 use,check,prime
What does grade 10 use check?,prime,grade 10 use,check,prime
Who or what checks prime?,grade 10,grade 10 use,check,prime
What is the relationship between to 100 a and cube?,instance of,to 100 a,display,cube
Explain the connection between to 100 a and cube.,display a cube,to 100 a,display,cube
How are to 100 a and cube related?,To 100 a and cube are related,to 100 a,display,cube
What does to 100 a display?,cube,to 100 a,display,cube
What is the relationship between applications and high performance?,applications require high performance,applications,require,high performance
Explain the connection between applications and high performance.,hardware and software,applications,require,high performance
How are applications and high performance related?,applications require high performance,applications,require,high performance
Who or what requires high performance?,applications,applications,require,high performance
What is the relationship between step and the below expression?,is a list of,step,type,the below expression
Explain the connection between step and the below expression.,it is not possible to tell,step,type,the below expression
How are step and the below expression related?,to a verb,step,type,the below expression
What types the below expression?,description,step,type,the below expression
Who or what types the below expression?,step,step,type,the below expression
What is the relationship between sub-procedure and a value?,sub-procedure,sub-procedure,return,a value
Explain the connection between sub-procedure and a value.,sub-procedure,sub-procedure,return,a value
How are sub-procedure and a value related?,sub-procedure,sub-procedure,return,a value
What is the relationship between data and the below steps?,is a list of,data,follow,the below steps
Explain the connection between data and the below steps.,is a list of data,data,follow,the below steps
How are data and the below steps related?,The number of days in a year is the same as the number of days in a year.,data,follow,the below steps
What follows the below steps?,The data type is data.,data,follow,the below steps
Who or what follows the below steps?,data,data,follow,the below steps
What is the relationship between grade and the file?,is a part of the overall file,grade,close,the file
Explain the connection between grade and the file.,the file's location,grade,close,the file
How are grade and the file related?,grade is a measure of the size of the file.,grade,close,the file
Who or what closes the file?,grade,grade,close,the file
What is the relationship between unauthorized users and our data store?,user,unauthorized users,access,our data store
Explain the connection between unauthorized users and our data store.,unauthorized users access our data store,unauthorized users,access,our data store
How are unauthorized users and our data store related?,unauthorized users access our data store,unauthorized users,access,our data store
What access our data store?,unauthorized users,unauthorized users,access,our data store
What does unauthorized users access?,our data store,unauthorized users,access,our data store
Who or what access our data store?,unauthorized users,unauthorized users,access,our data store
What is the relationship between this function and a string value?,is a list of,this function,return,a string value
Explain the connection between this function and a string value.,a value,this function,return,a string value
How are this function and a string value related?,a value,this function,return,a string value
What does this function return?,0,this function,return,a string value
What is the relationship between main module and global variables?,is a list of variables,main module,declare,global variables
Explain the connection between main module and global variables.,global variables are a set of variables that can be used to define a set of variables.,main module,declare,global variables
How are main module and global variables related?,main module,main module,declare,global variables
What does main module declare?,global variables,main module,declare,global variables
What is the relationship between customer and their software system?,customer is a customer,customer,run,their software system
Explain the connection between customer and their software system.,software system,customer,run,their software system
How are customer and their software system related?,customer run their software system,customer,run,their software system
What is the relationship between computing power and the computing resources?,access the computing resources,computing power,access,the computing resources
Explain the connection between computing power and the computing resources.,computing power is a component of a computer's operating system.,computing power,access,the computing resources
How are computing power and the computing resources related?,access the computing resources,computing power,access,the computing resources
What access the computing resources?,computing power,computing power,access,the computing resources
What does computing power access?,computing resources,computing power,access,the computing resources
Who or what access the computing resources?,computing power,computing power,access,the computing resources
What is the relationship between sub sum p and procedure?,subsequence,sub sum p,define,procedure
Explain the connection between sub sum p and procedure.,subsum p,sub sum p,define,procedure
How are sub sum p and procedure related?,sub sum p,sub sum p,define,procedure
What does sub sum p define?,procedure,sub sum p,define,procedure
Who or what defines procedure?,sub sum p,sub sum p,define,procedure
What is the relationship between each column and a datasheet?,column,each column,represent,a datasheet
Explain the connection between each column and a datasheet.,column,each column,represent,a datasheet
How are each column and a datasheet related?,to a datasheet,each column,represent,a datasheet
What does each column represent?,datasheet,each column,represent,a datasheet
Who or what represents a datasheet?,each column,each column,represent,a datasheet
What is the relationship between public carriers and telephone networks?,public carriers,public carriers,like,telephone networks
Explain the connection between public carriers and telephone networks.,public carriers,public carriers,like,telephone networks
How are public carriers and telephone networks related?,public carriers,public carriers,like,telephone networks
What does public carriers like?,telephone networks,public carriers,like,telephone networks
Who or what likes telephone networks?,public carriers,public carriers,like,telephone networks
What is the relationship between octal and the following steps?,part of,octal,follow,the following steps
Explain the connection between octal and the following steps.,is a measure of the amount of water in a body of water.,octal,follow,the following steps
How are octal and the following steps related?,is a sphincter,octal,follow,the following steps
What follows the following steps?,octal is a genus of flowering plants in the sunflower family.,octal,follow,the following steps
Who or what follows the following steps?,octal,octal,follow,the following steps
What is the relationship between technical terms structured programming and the type?,description,technical terms structured programming,tell,the type
Explain the connection between technical terms structured programming and the type.,a programming language,technical terms structured programming,tell,the type
How are technical terms structured programming and the type related?,technical terms structured programming tell the type,technical terms structured programming,tell,the type
What does technical terms structured programming tell?,type,technical terms structured programming,tell,the type
Who or what tells the type?,structured programming,technical terms structured programming,tell,the type
What is the relationship between the interconnection and information?,share,the interconnection,share,information
Explain the connection between the interconnection and information.,interconnection,the interconnection,share,information
How are the interconnection and information related?,share,the interconnection,share,information
What does the interconnection share?,information,the interconnection,share,information
What is the relationship between cybercriminals and a computer s data?,data source,cybercriminals,wipe,a computer s data
Explain the connection between cybercriminals and a computer s data.,cybercriminals wipe a computer s data,cybercriminals,wipe,a computer s data
How are cybercriminals and a computer s data related?,cybercriminals wipe a computer s data,cybercriminals,wipe,a computer s data
What wiped a computer s data?,cybercriminals,cybercriminals,wipe,a computer s data
Who or what wiped a computer s data?,cybercriminals,cybercriminals,wipe,a computer s data
What is the relationship between text editors and operating system?,software,text editors,develop,operating system
Explain the connection between text editors and operating system.,software,text editors,develop,operating system
How are text editors and operating system related?,text editors,text editors,develop,operating system
What does text editors develop?,operating system,text editors,develop,operating system
Who or what develops operating system?,text editors,text editors,develop,operating system
What is the relationship between the below steps and a report?,is a list of,the below steps,create,a report
Explain the connection between the below steps and a report.,"To create a report, you must first create a report.",the below steps,create,a report
How are the below steps and a report related?,Create a report.,the below steps,create,a report
What does the below steps create?,A report is a type of report.,the below steps,create,a report
Who or what creates a report?,steps,the below steps,create,a report
What is the relationship between octal and the following steps?,part of,octal,follow,the following steps
Explain the connection between octal and the following steps.,is a measure of the amount of water in a body of water.,octal,follow,the following steps
How are octal and the following steps related?,is a sphincter,octal,follow,the following steps
What follows the following steps?,octal is a genus of flowering plants in the sunflower family.,octal,follow,the following steps
Who or what follows the following steps?,octal,octal,follow,the following steps
What is the relationship between the ability and files?,instance of,the ability,execute,files
Explain the connection between the ability and files.,is a part of a program,the ability,execute,files
How are the ability and files related?,execute,the ability,execute,files
What does the ability execute?,files,the ability,execute,files
Who or what executed files?,ability,the ability,execute,files
What is the relationship between append mode and an existing file?,instance of,append mode,open,an existing file
Explain the connection between append mode and an existing file.,append mode opens a new file,append mode,open,an existing file
How are append mode and an existing file related?,append mode opens an existing file,append mode,open,an existing file
What opens an existing file?,append mode,append mode,open,an existing file
What does append mode open?,an existing file,append mode,open,an existing file
Who or what opens an existing file?,append mode,append mode,open,an existing file
What is the relationship between the existing sequential file and more records?,increase,the existing sequential file,add,more records
Explain the connection between the existing sequential file and more records.,the existing sequential file adds more records,the existing sequential file,add,more records
How are the existing sequential file and more records related?,the existing sequential file add more records,the existing sequential file,add,more records
What does the existing sequential file add?,more records,the existing sequential file,add,more records
Who or what adds more records?,the existing sequential file,the existing sequential file,add,more records
What is the relationship between modular programming computer science  and modular programming?,programming language,modular programming computer science ,handle,modular programming
Explain the connection between modular programming computer science  and modular programming.,programming languages,modular programming computer science ,handle,modular programming
How are modular programming computer science  and modular programming related?,computer science,modular programming computer science ,handle,modular programming
What does modular programming computer science  handle?,modular programming,modular programming computer science ,handle,modular programming
Who or what candles modular programming?,computer science,modular programming computer science ,handle,modular programming
What is the relationship between the periodic maintenance dust and the computer s devices?,is a component of the computer,the periodic maintenance dust,clean,the computer s devices
Explain the connection between the periodic maintenance dust and the computer s devices.,dust is a component of a computer,the periodic maintenance dust,clean,the computer s devices
How are the periodic maintenance dust and the computer s devices related?,the periodic maintenance dust clean the computer s devices,the periodic maintenance dust,clean,the computer s devices
What clean the computer s devices?,dust,the periodic maintenance dust,clean,the computer s devices
What does the periodic maintenance dust clean?,the computer s devices,the periodic maintenance dust,clean,the computer s devices
Who or what clean the computer s devices?,dust,the periodic maintenance dust,clean,the computer s devices
What is the relationship between the below steps and ms-access?,system,the below steps,run,ms-access
Explain the connection between the below steps and ms-access.,ms-access ms-access ms-access ms-access ms-access ms-access m,the below steps,run,ms-access
How are the below steps and ms-access related?,ms-access is a computer program.,the below steps,run,ms-access
What does the below steps run?,ms-access,the below steps,run,ms-access
What is the relationship between program 3 program and prime or composite rem?,is a rem,program 3 program,check,prime or composite rem
Explain the connection between program 3 program and prime or composite rem.,check prime or composite rem,program 3 program,check,prime or composite rem
How are program 3 program and prime or composite rem related?,program,program 3 program,check,prime or composite rem
What checks prime or composite rem?,program,program 3 program,check,prime or composite rem
What does program 3 program check?,prime or composite rem,program 3 program,check,prime or composite rem
Who or what checks prime or composite rem?,program,program 3 program,check,prime or composite rem
What is the relationship between the wrtie statement and comma?,followed by,the wrtie statement,put,comma
Explain the connection between the wrtie statement and comma.,the wrtie statement put comma.,the wrtie statement,put,comma
How are the wrtie statement and comma related?,the wrtie statement put comma,the wrtie statement,put,comma
What does the wrtie statement put?,comma,the wrtie statement,put,comma
Who or what puts comma?,the wrtie statement,the wrtie statement,put,comma
What pass the pass mark?,your marks,your marks,pass,the pass mark
Who or what pass the pass mark?,marks,your marks,pass,the pass mark
What is the relationship between steps and records?,step,steps,add,records
Explain the connection between steps and records.,steps are a type of record.,steps,add,records
How are steps and records related?,steps are related,steps,add,records
Who or what adds records?,steps,steps,add,records
What is the relationship between the present digital world and the rules?,govern,the present digital world,govern,the rules
Explain the connection between the present digital world and the rules.,the present digital world governs the rules,the present digital world,govern,the rules
How are the present digital world and the rules related?,the present digital world govern the rules,the present digital world,govern,the rules
What does the present digital world govern?,the rules,the present digital world,govern,the rules
Who or what governs the rules?,the present digital world,the present digital world,govern,the rules
What is the relationship between frequents power cuts and damage?,cause,frequents power cuts,cause,damage
Explain the connection between frequents power cuts and damage.,frequents power cuts cause damage,frequents power cuts,cause,damage
How are frequents power cuts and damage related?,frequents power cuts cause damage,frequents power cuts,cause,damage
What does frequents power cuts cause?,damage,frequents power cuts,cause,damage
Who or what causes damage?,frequents power cuts,frequents power cuts,cause,damage
What is the relationship between step and the access database file?,is a program or file that enumerates information about a given subject or event.,step,open,the access database file
Explain the connection between step and the access database file.,step is a program that enables users to enter a password into a database.,step,open,the access database file
How are step and the access database file related?,step,step,open,the access database file
What opens the access database file?,step,step,open,the access database file
Who or what opens the access database file?,step,step,open,the access database file
What is the relationship between salary e and an update query?,instance of,salary e,prepare,an update query
Explain the connection between salary e and an update query.,iteratively,salary e,prepare,an update query
How are salary e and an update query related?,salary e prepares an update query,salary e,prepare,an update query
What does salary e prepare?,update query,salary e,prepare,an update query
What is the relationship between such devices and data?,communication,such devices,communicate,data
Explain the connection between such devices and data.,communication,such devices,communicate,data
How are such devices and data related?,devices communicate data,such devices,communicate,data
What does such devices communicate?,data,such devices,communicate,data
Who or what communicates data?,such devices,such devices,communicate,data
What is the relationship between commerce and a global audience?,audience,commerce,provide,a global audience
Explain the connection between commerce and a global audience.,global market,commerce,provide,a global audience
How are commerce and a global audience related?,commerce provides a global audience,commerce,provide,a global audience
What is the relationship between companies and these computing services?,companies are the providers of these computing services,companies,offer,these computing services
Explain the connection between companies and these computing services.,companies offer these computing services,companies,offer,these computing services
How are companies and these computing services related?,companies offer these computing services,companies,offer,these computing services
What offers these computing services?,companies,companies,offer,these computing services
Who or what offers these computing services?,companies,companies,offer,these computing services
What is the relationship between store pictures and edit documents?,document,store pictures,send,edit documents
Explain the connection between store pictures and edit documents.,store pictures,store pictures,send,edit documents
How are store pictures and edit documents related?,store pictures send edit documents,store pictures,send,edit documents
What does store pictures send?,edit documents,store pictures,send,edit documents
What is the relationship between d list and three disadvantages?,is a list of,d list,list,three disadvantages
Explain the connection between d list and three disadvantages.,list is a list of words or phrases.,d list,list,three disadvantages
How are d list and three disadvantages related?,list,d list,list,three disadvantages
What does d list list?,disadvantages,d list,list,three disadvantages
What is the relationship between end sub b rem and the reverse?,reversal,end sub b rem,rev,the reverse
Explain the connection between end sub b rem and the reverse.,end sub b rem rem rem rem rem rem rem rem rem,end sub b rem,rev,the reverse
How are end sub b rem and the reverse related?,end sub b rem rem rem rem rem rem rem rem rem,end sub b rem,rev,the reverse
What does end sub b rem rev?,the reverse,end sub b rem,rev,the reverse
Who or what rev the reverse?,end sub b rem,end sub b rem,rev,the reverse
What is the relationship between f differentiate and the different looping statements?,formula_1,f differentiate,explain,the different looping statements
Explain the connection between f differentiate and the different looping statements.,f differentiate is a programming language.,f differentiate,explain,the different looping statements
How are f differentiate and the different looping statements related?,explain the different looping statements,f differentiate,explain,the different looping statements
What explains the different looping statements?,f differentiate,f differentiate,explain,the different looping statements
What does f differentiate explain?,different looping statements,f differentiate,explain,the different looping statements
Who or what explains the different looping statements?,f,f differentiate,explain,the different looping statements
What is the relationship between a variable and a location?,location,a variable,represent,a location
Explain the connection between a variable and a location.,location is the same as location.,a variable,represent,a location
How are a variable and a location related?,location,a variable,represent,a location
What does a variable represent?,location,a variable,represent,a location
Who or what represents a location?,variable,a variable,represent,a location
What is the relationship between as 1 open d and student.dat?,is a part of,as 1 open d,open,student.dat
Explain the connection between as 1 open d and student.dat.,it's part of,as 1 open d,open,student.dat
How are as 1 open d and student.dat related?,as 1 open d,as 1 open d,open,student.dat
What does as 1 open d open?,student.dat,as 1 open d,open,student.dat
Who or what opens student.dat?,d,as 1 open d,open,student.dat
What is the relationship between looping statements and three kinds?,subclass of,looping statements,provide,three kinds
Explain the connection between looping statements and three kinds.,looping statements provide three kinds of information.,looping statements,provide,three kinds
How are looping statements and three kinds related?,looping statements provide three kinds,looping statements,provide,three kinds
What does looping statements provide?,three kinds,looping statements,provide,three kinds
What is the relationship between a user-defined function and a value?,is a list of values,a user-defined function,return,a value
Explain the connection between a user-defined function and a value.,user-defined function,a user-defined function,return,a value
How are a user-defined function and a value related?,to a function,a user-defined function,return,a value
What does a user-defined function return?,a value,a user-defined function,return,a value
What is the relationship between dob date b and five records?,record number,dob date b,add,five records
Explain the connection between dob date b and five records.,is a song,dob date b,add,five records
How are dob date b and five records related?,dob date b add five records,dob date b,add,five records
What does dob date b add?,five records,dob date b,add,five records
Who or what adds five records?,dob date b,dob date b,add,five records
What is the relationship between the sub argument list and the variables?,is a list of,the sub argument list,list,the variables
Explain the connection between the sub argument list and the variables.,variable,the sub argument list,list,the variables
How are the sub argument list and the variables related?,list of variables,the sub argument list,list,the variables
What does the sub argument list list?,variables,the sub argument list,list,the variables
What is the relationship between each row and i. record ii?,record ii,each row,represent,i. record ii
Explain the connection between each row and i. record ii.,record ii,each row,represent,i. record ii
How are each row and i. record ii related?,record ii,each row,represent,i. record ii
What represents i. record ii?,each row,each row,represent,i. record ii
What does each row represent?,i.,each row,represent,i. record ii
Who or what represents i. record ii?,each row,each row,represent,i. record ii
What is the relationship between 2 kill and detail.dat name?,instance of,2 kill,kill,detail.dat name
Explain the connection between 2 kill and detail.dat name.,is a song,2 kill,kill,detail.dat name
How are 2 kill and detail.dat name related?,the same name,2 kill,kill,detail.dat name
What does 2 kill kill?,detail.dat,2 kill,kill,detail.dat name
Who or what kills detail.dat name?,2,2 kill,kill,detail.dat name
What is the relationship between absence and difficulty?,cause,absence,make,difficulty
Explain the connection between absence and difficulty.,loss of a job,absence,make,difficulty
How are absence and difficulty related?,absence makes difficulty,absence,make,difficulty
Who or what makes difficulty?,absence,absence,make,difficulty
What is the relationship between volume declare and function procedure function-procedure?,is a part of,volume declare,create,function procedure function-procedure
Explain the connection between volume declare and function procedure function-procedure.,volume declare create function procedure function-procedure,volume declare,create,function procedure function-procedure
How are volume declare and function procedure function-procedure related?,volume declare create function procedure function-procedure,volume declare,create,function procedure function-procedure
What creates function procedure function-procedure?,volume,volume declare,create,function procedure function-procedure
What does volume declare create?,function procedure,volume declare,create,function procedure function-procedure
Who or what creates function procedure function-procedure?,volume,volume declare,create,function procedure function-procedure
What is the relationship between y. print sum and function?,is a list of,y. print sum,function,function
Explain the connection between y. print sum and function.,is a list of words or phrases that contain a single word or phrase.,y. print sum,function,function
How are y. print sum and function related?,print sum function,y. print sum,function,function
What does y. print sum function?,sum function function,y. print sum,function,function
Who or what functions function?,y. print,y. print sum,function,function
What is the relationship between base and 2 digits?,is a list of digits,base,use,2 digits
Explain the connection between base and 2 digits.,the same as a single digit,base,use,2 digits
How are base and 2 digits related?,base is the same as 2 digits.,base,use,2 digits
What is the relationship between the internet and data?,stolen,the internet,steal,data
Explain the connection between the internet and data.,theft,the internet,steal,data
How are the internet and data related?,steal,the internet,steal,data
What does the internet steal?,data,the internet,steal,data
Who or what steals data?,the internet,the internet,steal,data
What is the relationship between a cls input type and the reverse?,input type,a cls input type,rev,the reverse
Explain the connection between a cls input type and the reverse.,a cls input type converts a cls input type to a cls input type,a cls input type,rev,the reverse
How are a cls input type and the reverse related?,a cls input type and the reverse are related,a cls input type,rev,the reverse
What does a cls input type rev?,reverse,a cls input type,rev,the reverse
Who or what rev the reverse?,a cls input type,a cls input type,rev,the reverse
What is the relationship between multiple customers and this demand?,customer,multiple customers,address,this demand
